Time to copy fields to Python: 0.000656 seconds
Time to copy fields to Python: 0.001151 seconds
Time to copy fields to Python: 0.000479 seconds
Time to copy fields to Python: 0.000414 seconds
Time to copy fields to Python: 0.000494 seconds
Time to copy fields to Python: 0.000416 seconds
Time to copy fields to Python: 0.000456 seconds
Time to copy fields to Python: 0.000452 seconds
Time to copy fields to Python: 0.000489 seconds
Time to copy fields to Python: 0.000451 seconds
Time to copy fields to Python: 0.001499 seconds
Time to copy fields to Python: 0.001452 seconds
Time to copy fields to Python: 0.001443 seconds
Time to copy fields to Python: 0.001534 seconds
Time to copy fields to Python: 0.001744 seconds
Time to copy fields to Python: 0.001531 seconds
Time to copy fields to Python: 0.001417 seconds
Time to copy fields to Python: 0.001561 seconds
Time to copy fields to Python: 0.001465 seconds
Time to copy fields to Python: 0.001438 seconds
Time to copy fields to Python: 0.003223 seconds
Time to copy fields to Python: 0.003275 seconds
Time to copy fields to Python: 0.003325 seconds
Time to copy fields to Python: 0.003294 seconds
Time to copy fields to Python: 0.003325 seconds
Time to copy fields to Python: 0.003313 seconds
Time to copy fields to Python: 0.003339 seconds
Time to copy fields to Python: 0.003245 seconds
Time to copy fields to Python: 0.003289 seconds
Time to copy fields to Python: 0.003283 seconds
Time to copy fields to Python: 0.001486 seconds
Time to copy fields to Python: 0.001508 seconds
Time to copy fields to Python: 0.001441 seconds
Time to copy fields to Python: 0.001427 seconds
Time to copy fields to Python: 0.001407 seconds
Time to copy fields to Python: 0.001465 seconds
Time to copy fields to Python: 0.001501 seconds
Time to copy fields to Python: 0.001472 seconds
Time to copy fields to Python: 0.001621 seconds
Time to copy fields to Python: 0.001671 seconds
Time to copy fields to Python: 0.004185 seconds
Time to copy fields to Python: 0.004273 seconds
Time to copy fields to Python: 0.004349 seconds
Time to copy fields to Python: 0.004276 seconds
Time to copy fields to Python: 0.004239 seconds
Time to copy fields to Python: 0.004279 seconds
Time to copy fields to Python: 0.004326 seconds
Time to copy fields to Python: 0.004288 seconds
Time to copy fields to Python: 0.004274 seconds
Time to copy fields to Python: 0.004248 seconds
Time to copy fields to Python: 0.009453 seconds
Time to copy fields to Python: 0.009659 seconds
Time to copy fields to Python: 0.010210 seconds
Time to copy fields to Python: 0.009564 seconds
Time to copy fields to Python: 0.009625 seconds
Time to copy fields to Python: 0.009618 seconds
Time to copy fields to Python: 0.009549 seconds
Time to copy fields to Python: 0.009656 seconds
Time to copy fields to Python: 0.009836 seconds
Time to copy fields to Python: 0.009466 seconds
Time to copy fields to Python: 0.003328 seconds
Time to copy fields to Python: 0.003381 seconds
Time to copy fields to Python: 0.003310 seconds
Time to copy fields to Python: 0.003332 seconds
Time to copy fields to Python: 0.003386 seconds
Time to copy fields to Python: 0.003316 seconds
Time to copy fields to Python: 0.003334 seconds
Time to copy fields to Python: 0.003365 seconds
Time to copy fields to Python: 0.003310 seconds
Time to copy fields to Python: 0.003349 seconds
Time to copy fields to Python: 0.009056 seconds
Time to copy fields to Python: 0.010288 seconds
Time to copy fields to Python: 0.009610 seconds
Time to copy fields to Python: 0.009112 seconds
Time to copy fields to Python: 0.009634 seconds
Time to copy fields to Python: 0.009622 seconds
Time to copy fields to Python: 0.009708 seconds
Time to copy fields to Python: 0.009616 seconds
Time to copy fields to Python: 0.009171 seconds
Time to copy fields to Python: 0.009622 seconds
Time to copy fields to Python: 0.018697 seconds
Time to copy fields to Python: 0.019021 seconds
